,beds,baths,size,zip_code,price
885,2,1,1019,478846,640000
886,4,3,2970,479268,1950000
887,3,3.5,1500,480009,700000
888,3,2,2020,480625,900000
889,3,3.5,2188,482052,1700000
890,1,1,507,482140,460000
891,2,1.5,1131,482561,699950
892,2,2,982,484181,705000
893,2,2,1889,484781,2750000
894,2,1,1440,485001,699990
895,2,2,789,485311,475000
896,2,2,1131,485942,575000
897,4,3,3300,486462,1995000
898,4,2,2510,486766,1025000
899,2,2.5,1580,488104,1790000
900,1,2,966,488465,640000
901,1,1,703,489277,350000
902,2,2,1220,489938,600000
903,9,5,3590,490339,1100400
904,6,5.5,4299,490746,3300000
905,1,1,900,490752,369950
906,3,2.5,1260,491927,750000
907,2,2.5,1048,492319,760000
908,4,1,1470,493093,699999
909,1,1,1113,493381,595000
910,2,2,1570,493527,715000
911,3,2.5,2740,493720,1375000
912,2,2.5,1470,493731,885000
913,4,2,1710,494050,685000
914,3,2.5,1580,494305,1095000
915,2,1,800,494826,550000
916,3,1,980,495416,500000
917,5,3.5,3700,495781,2075000
918,4,2,2352,496360,1450000
919,3,3,2320,496572,675000
920,2,2,1503,497247,729000
921,4,5.5,2410,497859,1500000
922,2,1.5,950,498139,1270000
923,3,1.5,1640,498218,1060000
924,3,1.5,2440,498410,1400000
925,1,1,594,499876,405000
926,4,2,1480,500231,665000
927,3,2.5,1220,500289,618000
928,3,2,2740,501136,1305000
929,3,3,2160,501202,1300000
930,2,2,1400,501310,850000
931,3,2.5,2650,501547,1112000
932,2,2,2735,501746,871000
933,1,1,750,501885,420000
934,2,1,1201,502801,605000
935,6,6,3488,503147,1225000
936,4,2,1742,503366,781000
937,4,2,2390,503386,1195000
938,3,1,4018,503416,517500
939,3,3.5,1530,503561,1089000
940,1,1,600,503938,370000
941,5,3.5,3340,504272,2500000
942,2,1,2060,504606,525000
943,3,2.5,1650,504790,675000
944,1,1,640,506062,497000
945,2,2,1106,506487,1470000
946,2,2,1200,506600,519000
947,3,2.5,1390,507824,575000
948,3,2,1759,507851,890000
949,2,1.5,1690,508338,779000
950,4,3.5,2191,508454,1394600
951,3,2.5,1380,508578,655000
952,2,2,877,508750,415000
953,5,4,2754,509895,956000
954,3,2,2770,510793,700000
955,1,1,515,511030,309000
956,3,2,2029,511447,685000
957,4,3,2560,513055,890000
958,5,3.5,2966,513764,1263500
959,3,2.5,1763,513779,1135000
960,3,2.5,1550,513943,1350000
961,2,1,830,515098,645000
962,2,2,1019,515582,499000
963,1,1,696,516594,385000
964,5,3.5,5090,516678,4325000
965,3,4.5,1460,517378,700000
966,2,2,1036,517436,789950
967,1,1,854,517504,540000
968,3,3,1687,517806,1035000
969,3,1.5,1430,518178,438000
970,2,2,1960,518206,580000
971,4,3.5,2720,519088,1395000
972,1,1,706,519189,520000
973,3,2,2600,519250,1525000
974,3,2,1900,519912,965000
975,2,1.5,1580,520604,1300000
976,1,1,1270,520682,915000
977,4,2.5,2320,521279,1001000
978,3,1,910,523125,650000
979,2,2,878,523475,675000
980,2,1,1915,523997,725000
981,3,2,2462,524443,1150000
982,4,3.5,2640,524632,1750000
983,3,2.5,1670,524656,875000
984,3,1,1090,525882,630000
985,3,3.5,1621,526150,1085000
986,4,2,2591,526927,800000
987,2,2,1400,527212,1295000
988,2,2.5,840,528250,612500
989,4,3.5,2910,528505,2325000
990,2,1,1410,528683,590000
991,2,1,770,529417,560000
992,3,2,1900,529808,1299000
993,3,2,2760,529989,1256000
994,3,2,1290,530080,925000
995,3,2,1111,530345,849000
996,2,2,850,532194,889900
997,2,1.5,900,532518,568000
998,6,5,2667,533043,900000
999,2,1.5,1320,533593,810000
1000,2,2,1370,533977,500000
1001,2,1,1140,534033,528000
1002,3,1,1380,535093,890000
1003,3,2,1422,536018,780000
1004,2,2,1065,536673,430000
1005,2,3,2943,537577,1650000
1006,3,2,1250,538508,625000
1007,3,2,2390,539814,1150000
1008,1,1,569,540277,400000
1009,3,2,1680,540906,1087500
1010,1,1,683,541525,679000
1011,1,1,627,541751,475000
1012,2,2,840,541800,645000
1013,3,1.5,1880,541886,749000
1014,2,2,881,542993,550000
1015,2,1,850,543403,778000
1016,1,1,525,543475,375000
1017,3,1.5,2170,543589,1250000
1018,2,1,1110,544184,820000
1019,4,3.5,3930,544448,2925000
1020,2,1,1047,544496,762500
1021,1,1,653,544713,475000
1022,3,1.5,1710,545513,1000000
1023,5,3,2120,545942,750000
1024,3,4,2360,545964,1325000
1025,4,4,2250,546574,1070000
1026,4,2,2320,546908,1150000
1027,4,3.5,3490,546974,1480000
1028,4,2.5,2500,547011,1295000
1029,2,1,792,547260,520000
1030,2,2.5,1490,547753,855000
1031,3,2.5,1700,547970,1475000
1032,2,2,1261,550329,625000
1033,4,2,2440,551603,1060000
1034,3,2.5,1420,552716,750000
1035,3,2,1380,553219,740000
1036,3,2,1111,553434,849000
1037,3,1.5,1920,554278,865000
1038,3,1.5,1220,554502,660000
1039,3,3,4010,555038,3050000
1040,2,2,1170,555419,644999
1041,3,2.5,1600,555540,699900
1042,1,1,760,555763,309000
1043,2,1.5,1290,556036,762500
1044,2,1,980,556648,800000
1045,2,1.5,1022,557980,660000
1046,2,1.5,1260,558062,715000
1047,5,2,2660,558238,1125000
1048,1,1,644,558653,350000
1049,1,1,664,558842,305000
1050,1,1,468,558945,275000
1051,4,3,2680,559659,2100000
1052,4,2,1640,560034,730000
1053,3,2,2000,561535,925000
1054,2,2,1523,561804,639950
1055,4,3,2430,561824,520000
1056,2,2,1199,562204,375000
1057,4,3,2160,563189,980000
1058,4,2.5,1354,563583,485000
1059,1,1,738,563756,490000
1060,2,2,1425,564117,899000
1061,6,7,4570,565395,1950000
1062,2,1.5,940,566038,640000
1063,3,3.5,1710,566377,699000
1064,3,2.5,1430,566452,855000
1065,3,3.5,1500,566606,598800
1066,3,1.5,1376,566983,780000
1067,4,3.5,4002,566991,2100000
1068,4,1,1600,567292,652000
1069,1,1,807,567580,380000
1070,5,3,2055,568509,1100000
1071,1,1,647,569918,377500
1072,2,2,940,570007,579000
1073,2,1.5,1150,570185,590000
1074,2,2.5,1459,571850,665000
1075,4,2.5,1910,572329,1625000
1076,4,3,2297,572661,783000
1077,4,2.5,2320,572770,820000
1078,5,3.5,2387,573595,1125000
1079,5,3.5,3270,573904,2000000
1080,3,2.5,1530,574094,899999
1081,2,1,1150,574313,845714
1082,3,2,1237,575153,747250
1083,3,2.5,1760,576668,850000
1084,1,1,808,576905,560000
1085,2,2,2720,577169,720000
1086,4,2,1345,577216,962000
1087,4,3,2600,577683,1750000
1088,3,2,2209,578117,715000
1089,2,2.5,950,578912,695000
1090,4,2.5,1530,579103,675000
1091,2,1,830,579552,942000
1092,3,2,1590,579879,910000
1093,3,3,1524,579948,850000
1094,4,3,1920,580037,2095000
1095,4,2,2660,580495,1357000
1096,3,2,2284,580558,850000
1097,3,2.5,1604,580702,760000
1098,4,4,2555,580910,1500000
1099,3,1.5,2460,581030,1150000
1100,3,2.5,2793,581314,1732000
1101,2,1.5,1540,581839,751000
1102,3,1,950,582047,589000
1103,3,1.5,1720,582445,426000
1104,2,2,1470,582483,707000
1105,5,2.5,3500,582676,875000
1106,2,1.5,984,582764,499999
1107,3,2.5,1570,582835,901000
1108,1,1,700,584484,647201
1109,2,2,1188,584803,450000
1110,3,2.5,2570,584908,1175000
1111,3,2.5,1631,585015,1049950
1112,3,2,1596,585540,505000
1113,2,2.5,820,586730,525000
1114,3,2.5,1610,587700,875000
1115,1,1,812,587730,480000
1116,3,2,1425,589187,759999
1117,2,2.5,1086,589306,884950
1118,2,2.5,1043,589928,690000
1119,3,2,1440,590003,1195000
1120,1,1,590,590456,435000
1121,2,2,1152,590627,1325000
1122,4,2,2040,590925,1175000
1123,3,2,2092,591386,2000000
1124,3,1,1780,591766,975000
1125,3,2.5,3560,591801,1575000
1126,2,2.5,1475,592073,945000
1127,4,2.5,1890,592187,668000
1128,4,2,2790,592306,930000
1129,4,3.5,2600,592509,2225000
1130,3,2,1060,592872,575000
1131,3,1,2180,592971,720000
1132,2,2,1761,593166,665000
1133,3,2,1379,594187,729950
1134,3,1.5,2550,594577,958748
1135,4,3.5,3815,595827,2895000
1136,4,2,2634,596114,1500000
1137,1,1,540,596639,335000
1138,3,3.5,3064,596755,2450000
1139,2,1,860,597289,565000
1140,3,2.5,1690,598077,807500
1141,3,3.5,1800,598260,750000
1142,2,2,1071,598517,605000
1143,2,1,807,598977,525000
1144,3,2.5,1350,599132,899000
1145,4,2,2900,599386,1275000
1146,3,3,1880,599392,999950
1147,1,1,677,599714,270000
1148,1,1,703,600053,498000
1149,1,1,527,601346,399000
1150,1,1,820,602780,530000
1151,3,2.5,1360,602833,700000
1152,4,3.5,2600,603433,1950000
1153,4,3.5,2852,606370,1715000
1154,3,3.5,1370,606375,619000
1155,3,1.5,2000,608956,1400000
1156,3,2,1096,609632,849950
1157,3,3.5,3380,612569,1599500
1158,3,2.5,1616,613552,990000
1159,3,3,1620,613646,1058000
1160,2,2,970,613695,634400
1161,1,2,1009,614359,525000
1162,3,2,2270,614530,1550000
1163,3,1,1200,615659,500000
1164,2,2,1225,615911,725000
1165,2,2,1081,616506,620000
1166,3,2,1380,616825,775000
1167,2,1,1200,616888,1025100
1168,2,2,1620,617170,835000
1169,3,2,2950,617339,1500000
1170,1,1,513,617469,315000
1171,4,2,2100,618343,1225000
1172,3,2,1705,618970,910000
1173,4,4.5,3610,619282,2800000
1174,3,3.5,1800,619415,1050000
1175,3,1,2130,619973,850000
1176,2,2,1367,620073,1350000
1177,3,2.5,1730,620954,800000
1178,4,3.5,4194,621733,3500000
1179,9,9,3780,622118,1210000
1180,2,2,1778,622293,1900000
1181,3,3,1410,622423,865000
1182,2,2,1088,622781,475000
1183,4,1,1340,622994,875000
1184,5,1,2380,623648,539000
1185,3,4.5,2140,625052,1835000
1186,3,2,2080,625111,738000
1187,2,1,1410,625295,799000
1188,1,1,571,625572,331000
1189,4,2.5,2340,625842,870000
1190,5,4.5,5210,625938,3320000
1191,1,1,733,626071,545000
1192,2,1.5,1060,626727,530000
1193,2,2.5,996,627319,799000
1194,4,2,1850,627376,1200000
1195,1,1,690,627614,560000
1196,4,2,2260,627665,1330000
1197,4,3.5,3190,627694,2130000
1198,3,2.5,1846,628925,1060000
1199,3,2,1700,629420,999999
1200,4,2,2240,629713,795000
1201,4,2,1660,629836,1127500
1202,2,3,1780,630073,720000
1203,4,3.5,2270,630174,710000
1204,1,1,603,630245,432000
1205,3,3.5,2024,630697,1200000
1206,2,2.5,1103,630950,780000
1207,3,1,1460,631247,880000
1208,6,7,4260,632689,2300000
1209,3,2.5,1660,632806,816750
1210,3,1.5,1350,633391,750000
1211,4,3,2949,633577,1610000
1212,3,2.5,1718,634776,900000
1213,2,1,1370,635331,1000000
1214,4,2.5,1822,635420,1033000
1215,2,1,800,635627,690000
1216,1,1,718,637033,459000
1217,2,2,909,637217,420000
1218,2,1,903,637530,312500
1219,2,2,1297,637677,880000
1220,3,2,2140,637958,925000
1221,4,5,2970,639213,1450000
1222,2,2,900,639309,590000
1223,2,2,2600,639385,750000
1224,2,1,1180,639430,419000
1225,1,1,564,639530,602000
1226,4,2,1700,639668,891000
1227,3,3,1524,640996,875000
1228,3,3,1410,641248,1200000
1229,1,1,831,641552,480000
1230,5,3,3060,641924,889000
1231,2,2,1213,642268,422000
1232,4,2,2352,643392,1295000
1233,1,1,534,643472,223000
1234,2,1,724,643740,530000
1235,4,3.5,2304,644907,1550000
1236,3,1,1450,644985,1125000
1237,2,1,980,646117,475000
1238,2,1.5,1550,646180,1550000
1239,1,1,704,646197,645000
1240,1,1.5,1425,646436,2200000
1241,1,1,794,646445,516000
1242,5,3.5,4060,646481,2888000
1243,2,2,979,646513,470000
1244,4,2,1830,646970,950000
1245,2,1,1260,647290,626000
1246,2,1,1027,647675,300000
1247,5,2,3210,647882,688000
1248,2,1,968,648045,399950
1249,3,2,1049,648059,900000
1250,2,1.5,1054,648807,709000
1251,2,2,1586,648822,1460000
1252,4,2,1760,649042,999950
1253,2,1,860,649271,480000
1254,4,2.5,1560,649274,1110000
1255,4,3,3110,649342,1500000
1256,3,2,1440,649563,935000
1257,3,2,1500,649633,770000
1258,3,1.5,2160,649801,915000
1259,4,5.5,3100,649964,1375000
1260,1,1,522,650312,325000
1261,3,2,1560,650491,920000
1262,3,3,3400,650554,1150000
1263,2,2,1761,650666,665000
1264,2,1.5,1076,651599,549000
1265,2,2,1217,651780,787950
1266,3,3.5,1450,652322,670000
1267,2,1,1000,652667,750000
1268,2,2.5,1124,653305,799950
1269,4,3.5,3070,654175,1900000
1270,1,1,480,654520,275000
1271,3,2,1860,654543,1165000
1272,2,1,740,654683,500000
1273,3,2,1440,656180,830000
1274,1,1,758,657304,469000
1275,3,1,1340,657412,765000
1276,3,3,1700,658952,1275000
1277,4,3.5,2950,659005,1800000
1278,1,1,616,659521,374000
1279,3,2.5,4240,660010,2725000
1280,4,3.5,3495,660154,2000000
1281,3,3,2560,660405,1300000
1282,3,3,2040,660510,1000000
1283,3,1,890,660652,575000
1284,3,1.5,1730,661044,870000
1285,1,1,816,661183,560000
1286,4,2,2400,662103,900000
1287,3,2.5,1270,663062,675000
1288,4,3,1830,663222,1352000
1289,3,2.5,2470,663333,800000
1290,4,4,2300,663764,1210000
1291,4,2.5,1600,663795,699000
1292,1,1,510,664188,308000
1293,2,2,1387,664238,649000
1294,3,2.5,2230,664339,555000
1295,1,1,956,664848,870000
1296,3,3,1872,665426,1050000
1297,4,5,2030,665951,700000
1298,4,2,1980,666251,785000
1299,3,3,1180,666423,729000
1300,4,2.5,2630,666554,1340000
1301,4,2,2010,666655,1100000
1302,4,3.5,3487,666802,2010000
1303,4,2,2570,666919,850000
1304,2,2,1440,666928,390000
1305,2,2,1131,666994,470000
1306,2,1,1440,669473,675000
1307,3,3.5,2010,669780,1111111
1308,2,3,1073,669821,429900
1309,4,3.5,3300,669886,1575000
1310,4,2,3040,670052,1665500
1311,4,2.5,2500,670187,577000
1312,4,1,1810,670241,655500
1313,2,2,1878,671034,1171600
1314,3,2,1411,672033,699000
1315,3,1,3960,672197,722500
1316,3,1,1000,673095,750000
1317,5,2,2300,673736,1266000
1318,2,2.5,890,673878,510000
1319,5,3,2820,674087,1550000
1320,3,1,1620,674595,600000
1321,3,2,1470,675064,875000
1322,2,2.5,1088,675306,475000
1323,5,2,2160,676520,795000
1324,3,3.5,3105,677012,2250000
1325,2,2,1200,677930,699950
1326,2,2,1240,678036,710000
1327,3,2.5,1550,678531,1065000
1328,7,4,2300,681534,1095000
1329,4,3,2466,682109,1299000
1330,2,2,1817,682223,2100000
1331,4,3,1500,682651,1155000
1332,4,2,2380,683420,525000
1333,2,2,1524,683705,710000
1334,3,2.5,1370,684734,699500
1335,3,2,1449,685357,720000
1336,2,2,1140,685502,850000
1337,3,2.5,1010,685504,615000
1338,9,5,3014,686084,835000
1339,3,3.5,1450,686512,580000
1340,2,2,1248,686762,890955
1341,4,2,2600,687166,1098500
1342,3,2,1328,688137,929950
1343,1,1,614,688441,369950
1344,4,3,2481,688608,999000
1345,4,1,1420,689605,445000
1346,4,3,2040,689625,1410000
1347,3,3,1390,690278,1095000
1348,2,3,920,690401,690000
1349,4,3.5,1835,691516,1299950
1350,4,2,1840,691577,825000
1351,3,2.5,3020,692170,1450000
1352,3,2,2520,692283,1050000
1353,4,5,2240,692706,965000
1354,3,3.5,1644,692737,820000
1355,3,2.5,1880,692989,725000
1356,2,2,995,694168,850000
1357,1,1,568,695991,330000
1358,2,3,1226,696062,589990
1359,2,1,730,696606,25000000
1360,4,2,1500,696916,947000
1361,3,2,2080,697299,800000
1362,3,3,1425,697377,819950
1363,4,2.5,3840,697846,2195000
1364,4,3,2074,699396,812500
1365,5,3,3556,699975,2250000
1366,1,1,1100,700012,745000
1367,2,1,730,700315,545000
1368,4,2,1170,700505,390000
1369,4,3,2240,700690,625000
1370,4,2,1750,701441,855000
1371,2,2,1695,704072,1150000
1372,5,3,2480,705250,1135000
1373,4,2.5,1420,705683,760000
1374,2,1,990,706705,474000
1375,2,1,1520,707491,820000
1376,5,2,2100,707973,599950
1377,3,3,1740,708408,1010000
1378,2,2,1760,708581,750000
1379,2,2,1021,709751,981250
1380,4,3.5,3018,710819,1795000
1381,2,1.5,1024,710853,495000
1382,1,1,945,710961,385000
1383,2,1,2380,711600,640000
1384,5,5,3810,711684,1180000
1385,2,2.5,1048,712699,899000
1386,3,1.5,1610,713663,1106000
1387,1,1,701,714132,315000
1388,4,2.5,2213,714163,1075000
1389,2,2,1071,714515,719000
1390,2,1,850,714610,813000
1391,3,3,1280,714715,900000
1392,3,1,980,715402,700000
1393,4,3.5,3840,716365,1250000
1394,2,2,1006,717636,650000
1395,4,2,1450,720405,1185000
1396,4,2,2140,720468,960000
1397,4,3,2480,720637,1605000
1398,5,2,2420,720815,960000
1399,3,4.5,1760,720879,1440000
1400,2,2,1170,720891,624999
1401,3,2,1730,721715,910000
1402,1,1,376,722709,1000000
1403,1,1,636,722749,450000
1404,3,2,1940,723021,895000
1405,4,2.5,3400,723495,2100000
1406,3,2,1360,723949,830000
1407,2,2,875,723966,656500
1408,6,2,2230,724486,700000
1409,5,2,4190,725495,2300000
1410,3,2.5,2220,727059,1167500
1411,2,1,830,727431,450000
1412,3,2.5,2090,727434,820000
1413,3,1,1210,727692,795000
1414,2,1,691,728215,998000
1415,3,2.5,1820,728679,690000
1416,4,2.5,3105,728875,1040000
1417,4,2,1680,729408,517500
1418,3,2,2495,729760,1250000
1419,5,3,2450,729795,1270000
1420,4,2,2787,730383,1207000
1421,5,3.5,3310,730405,1637500
1422,2,2,1699,730511,640000
1423,5,4,3180,730561,2100000
1424,5,2.5,3350,730697,1275000
1425,2,2,1365,730796,799000
1426,3,3,1660,730978,1200000
1427,3,1.5,1880,730999,489000
1428,1,1,580,732053,395000
1429,3,2,1270,733108,590000
1430,3,1,860,733596,699000
1431,1,1,580,733986,475000
1432,3,3.5,1840,734453,1025000
1433,1,1,615,735518,315000
1434,5,3,2140,735889,850000
1435,2,2,1437,736124,969950
1436,2,1.5,1390,736616,759950
1437,2,1.5,870,736946,700000
1438,5,4.5,2840,737163,500000
1439,3,2,2260,737317,877000
1440,2,2,886,737518,660000
1441,1,1,505,737888,325000
1442,2,1,1048,738262,760000
1443,4,2,1800,738362,1100000
1444,2,2,1390,739239,954500
1445,3,2.5,2600,739586,1475000
1446,4,2,2640,739818,780000
1447,2,1.5,1020,740071,765000
1448,3,3,2630,740106,1130000
1449,4,3.5,2910,740323,1865000
1450,3,2,1580,740761,1000000
1451,2,1,885,741200,389000
1452,3,2,2100,741431,1325000
1453,4,2,2010,741931,1250000
1454,4,2,1480,742269,830000
1455,3,2,1560,742462,1180000
1456,1,1,889,742766,648888
1457,1,1,664,743062,322000
1458,2,2,804,743070,465600
1459,4,2,2080,743330,975000
1460,2,1,910,743883,800000
1461,3,2.5,1620,743890,875100
1462,3,3.5,1970,743972,868500
1463,3,2,1720,744075,869000
1464,4,2,1545,744177,1253000
1465,3,2.5,1710,744331,1190000
1466,1,2,1141,744376,699950
1467,2,3,1276,744435,520000
1468,2,1.5,1978,746361,858000
1469,2,1,1060,746460,700000
1470,5,3.5,3220,746528,820000
1471,4,2,1170,746845,530000
1472,3,2,1770,748001,660000
1473,2,2,1420,749242,690000
1474,4,2.5,2980,749254,1445000
1475,4,1.5,1630,749352,734950
1476,1,1,743,750208,522250
1477,2,1,680,750354,625000
1478,2,1,900,750497,409050
1479,1,1,635,751178,380000
1480,5,3.5,3400,752178,3340000
1481,3,2,1300,752342,735000
1482,2,2,1094,753021,675000
1483,3,2.5,1763,753634,1125000
1484,2,1,940,753793,550000
1485,3,2.5,1820,754069,990000
1486,1,1,650,755576,468000
1487,2,2,1200,755781,705000
1488,3,2,1939,757175,1070000
1489,4,2,1780,758446,1181500
1490,3,2,2370,758456,1180000
1491,2,2.5,1411,758524,830000
1492,2,1,512,758845,312000
1493,4,2.5,2360,759034,1750000
1494,3,2,2630,759363,1290000
1495,5,3,2700,761425,1025000
1496,1,1,605,761751,370000
1497,2,1,767,762359,349950
1498,2,1,1015,762577,650000
1499,2,2,1245,762817,330000
1500,1,1,513,762901,315000
1501,1,1,780,763104,500000
1502,4,3,2050,764064,920000
1503,2,2,1060,764182,650000
1504,2,2,950,766440,705000
1505,3,1.5,1870,766976,500000
1506,3,2.5,1060,767180,765000
1507,3,2.5,1860,767183,1025000
1508,3,1.5,1420,767683,980000
1509,3,1,1390,767934,850000
1510,3,2,1096,769232,874500
1511,3,1,1100,769928,468000
1512,3,1,1010,770359,475000
1513,3,3.5,1730,770360,975000
1514,2,1.5,1480,770472,948800
1515,3,2,1890,770679,700000
1516,4,2,2500,771625,972500
1517,4,3.5,2840,771821,925000
1518,3,2,1608,771887,732000
1519,2,2.5,1701,772424,1354000
1520,1,1,376,772577,1000000
1521,1,2,1250,773476,160000
1522,3,2.5,1790,773732,1050000
1523,4,2,1670,774742,650000
1524,3,2,1640,775368,900000
1525,4,4.5,3228,776701,2050000
1526,4,2,1720,776729,705000
1527,4,2,2060,776876,575000
1528,3,2,1840,776956,865000
1529,4,3.5,3180,777266,2485000
1530,3,3,1760,777589,670000
1531,2,1,1350,777593,799950
1532,2,2,1403,777632,480000
1533,3,2,1740,777667,1310000
1534,3,2,1490,777873,900000
1535,3,3,2380,778065,1385000
1536,1,1,815,778521,465000
1537,4,3.5,2900,779052,1337000
1538,5,3,2370,780195,800000
1539,4,1,2470,781192,770000
1540,4,1,1740,781992,925000
1541,1,1,690,782162,290000
1542,5,3.5,2610,782227,915000
1543,4,3.5,2015,783103,1240000
1544,5,3.5,3880,783554,2975000
1545,4,2,2280,784071,625000
1546,4,3,2570,784494,1555000
1547,5,2,2740,784697,1175000
1548,2,2,1469,785676,900000
1549,3,2.5,2860,785957,1630000
1550,2,2,1479,786079,640000
1551,5,4.5,3370,786468,1975000
1552,3,1,1300,788226,1000000
1553,2,1,780,788691,675000
1554,5,6,6990,790129,1880000
1555,2,2.5,867,790279,679000
1556,2,2,1217,790848,787950
1557,3,2.5,2120,791008,1365000
1558,2,2,1042,791227,639000
1559,2,2,1163,791641,648800
1560,3,3.5,1580,791658,760000
1561,3,2,1740,791949,1070000
1562,4,3,1810,791982,1118000
1563,1,1,1186,792785,665000
1564,3,1,1177,792802,650000
1565,2,1.5,770,794189,550000
1566,4,2,1870,794597,1040000
1567,1,1,696,794742,305000
1568,3,2.5,1380,794854,523750
1569,2,1,1650,794956,630000
1570,3,2,1640,795250,700000
1571,3,3.5,1360,795461,700000
1572,3,1,970,796086,625000
1573,1,1,490,796204,250000
1574,5,2,2180,796363,950000
1575,4,3.5,2970,796403,2080000
1576,4,2,2340,796563,1800000
1577,3,3,1420,796576,950000
1578,3,2.5,1520,796622,818000
1579,2,2,1242,796628,769950
1580,4,3,3410,797182,1850000
1581,4,1,1150,797197,575000
1582,1,1,691,798166,321000
1583,3,2,1170,798229,740000
1584,3,2,1360,798973,850000
1585,2,2,1200,799160,620000
1586,4,2,2680,800886,950000
1587,2,1,670,801925,510000
1588,1,1,545,801939,350000
1589,3,3.5,1240,802060,690000
1590,1,1,700,802271,300000
1591,4,3,2940,802393,1250000
1592,2,2,1187,802716,750000
1593,4,2,1488,802720,750000
1594,3,1,970,803283,515000
1595,3,2.5,1681,803424,610000
1596,2,2,1144,803954,769950
1597,4,3.5,2860,804008,1657500
1598,1,1,773,804049,425000
1599,3,2.5,3100,804705,2610000
1600,4,3.5,2400,805157,1750000
1601,3,2.5,2920,806560,985000
1602,2,1,876,807734,550000
1603,5,3,3450,808674,1981000
1604,3,2.5,1330,808743,819999
1605,4,3.5,2440,808815,1185000
1606,3,3.5,1580,810480,950000
1607,3,2,2299,811074,1435000
1608,1,1,594,811078,360000
1609,1,1,475,811690,385000
1610,5,3,2360,811819,1240000
1611,4,3,1780,812261,1184000
1612,3,2,2250,813294,2080000
1613,2,2,1073,813553,429900
1614,5,3,1900,814587,895000
1615,5,2.5,3090,814757,1600000
1616,5,6.5,6240,815009,3122000
1617,1,1,573,815173,310000
1618,2,1,770,815220,640000
1619,1,1,820,816281,590000
1620,3,2,1622,816805,692950
1621,2,1,1210,817204,725000
1622,3,1.5,1240,817852,850000
1623,3,3,2080,819006,762000
1624,2,2,875,819046,625000
1625,1,1,597,819546,360000
1626,2,2,1370,820148,280000
1627,4,2,2425,820567,1295000
1628,4,2.5,1760,821163,925000
1629,2,2.5,994,821290,670000
1630,1,1,515,821805,387000
1631,3,3.5,1660,821905,765000
1632,4,2,1730,821919,875000
1633,5,3,1790,822036,964000
1634,1,1,715,822463,500000
1635,2,2,1470,822701,718000
1636,3,2,2440,822723,1000000
1637,4,2,2880,823883,1485000
1638,3,2,1678,825212,1160000
1639,3,2,1400,825416,780000
1640,6,4.5,5200,826040,3050000
1641,1,1,806,826294,525000
1642,4,3,2311,826502,1211000
1643,3,1.5,1060,826655,535000
1644,2,1,1150,826679,575000
1645,5,3,2580,826975,1500000
1646,4,3.5,3240,827105,2675000
1647,5,3.5,3710,827852,2525000
1648,4,3.5,1632,828109,825000
1649,6,7,4641,828246,1850000
1650,3,3.5,1846,828574,1170000
1651,2,2,1353,828768,770000
1652,3,2,1240,828971,705000
1653,2,1,1760,829008,550000
1654,2,3,1290,829039,845000
1655,1,1.5,1285,829215,1250000
1656,4,2.5,3707,829980,2100000
1657,3,2,1120,830193,600000
1658,6,5,3300,830194,3598950
1659,3,2,2160,830589,825000
1660,2,1,1440,831105,488000
1661,5,2,2567,833074,1550000
1662,3,2,1960,833427,865000
1663,3,3.5,1657,833454,847198
1664,5,3,2610,833468,1795000
1665,2,2,1213,834329,800000
1666,1,1,777,835326,244950
1667,3,3.5,1590,836043,899000
1668,2,2,1893,836461,727000
1669,3,1.5,1570,836539,975000
1670,4,3,2440,836577,1850000
1671,4,4,3463,836644,2050000
1672,2,4.5,1840,836709,1049000
1673,2,2,1554,837481,660000
1674,1,1,567,837626,451000
1675,1,1,665,838513,479425
1676,2,1,950,839656,337000
1677,2,2,1371,839940,1295000
1678,3,2,2040,840005,695000
1679,4,2.5,2780,840186,1530000
1680,5,3.5,3410,840464,1725000
1681,2,1.5,2280,840856,650000
1682,3,2,2100,841291,510000
1683,2,2,1101,841707,780000
1684,4,3.5,1964,841910,1180000
1685,3,1.5,1030,843023,739000
1686,2,2,1042,843131,630000
1687,3,3.5,1740,843487,1020000
1688,1,2,1302,843739,740000
1689,2,2,905,844218,670000
1690,1,1,460,844316,1250000
1691,3,2,1540,844458,900000
1692,1,1,656,845004,470000
1693,5,2,2800,845086,1200000
1694,3,3.5,2480,846069,1500000
1695,5,3,2170,846077,740000
1696,5,4,2447,846093,1500000
1697,3,2,2164,847348,800000
1698,2,1,740,847451,553500
1699,3,2.5,2080,848017,1200000
1700,2,1,1800,848192,25000000
1701,2,2,1180,848634,527000
1702,3,2,2020,849733,1625000
1703,3,3.5,1150,850233,625000
1704,3,2,1220,850360,824900
1705,2,1,810,851117,435000
1706,1,1,696,851249,400000
1707,3,3.5,2030,851280,1200000
1708,5,3.5,3930,852098,1800000
1709,5,2,2920,852474,1359000
1710,4,2,1460,852513,787500
1711,4,1.5,2770,852596,850000
1712,2,2,1523,852830,1425000
1713,3,3.5,1690,853035,965000
1714,3,1,1170,853491,825000
1715,4,2,2370,854387,1125000
1716,1,1,712,855395,620000
1717,2,1,976,855928,475000
1718,2,2,1042,856216,610000
1719,2,2,1040,856358,685000
1720,1,1,722,856658,452100
1721,2,2,1367,857042,1350000
1722,1,1,733,857934,490000
1723,2,1,970,858208,480000
1724,3,2,1711,858560,675500
1725,2,1,860,860154,675000
1726,1,1,712,860547,385000
1727,1,1,704,861892,569000
